depth,age,unct,mode,age_median,age_mean,age_ci68_lower,age_ci68_upper,age_ci95_lower,age_ci95_upper
17.1259,55.56,0.421,405.0,55.51930996325484,55.520694760552765,55.21151510528965,55.81072158900772,54.93321841616311,56.1764778791923
17.7587,59.3,0.456,423.0,59.09063784027282,59.06422539076241,58.70926386747209,59.40239386650387,58.30549899176924,59.70347615840725
