depth,age_median,age_mean,age_ci68_lower,age_ci68_upper,age_ci95_lower,age_ci95_upper
0.03,0.32373200713863837,0.3361682044803281,0.14186562966293592,0.5271410661137249,0.04730303478485723,0.7152745387613076
0.055,0.4722904269024959,0.4817884783436283,0.2755477912728158,0.6832755416162765,0.14665115375387397,0.8803617720282733
0.105,0.7797745302870013,0.7867010695481108,0.5444192701535252,1.0271926294042264,0.34761061706016244,1.2736428125822277
0.13,0.9316770542478736,0.9487984755501655,0.6846664306289432,1.2054902911796783,0.4839429919669531,1.4852832005928345
0.205,1.4465029389503226,1.4737571096506805,1.150474592746298,1.8034667446883943,0.8881008899789762,2.1643525894251
0.23,1.6299938579070488,1.6625872994782607,1.3089117040764602,2.0197641506317785,1.0428560644128493,2.4073896518140105
0.255,1.8305835183556378,1.8573401798300901,1.4920995080468036,2.224730942298968,1.210454681831442,2.6513215800476133
0.28,2.0375142376302033,2.0593925209942165,1.6688116605981969,2.43046909664845,1.3932683300537192,2.880900688495544
0.305,2.245897232823957,2.2688211908342457,1.8721343124316787,2.6529181756149627,1.5765627131533428,3.117864106993264
0.33,2.4682922869568498,2.485768351594984,2.086778999035472,2.868289622954496,1.7867158703542718,3.337070680347239
0.355,2.6970156856895158,2.711386471893432,2.2959345197432586,3.088718673127407,1.9987291741044055,3.571254616604221
0.38,2.9319399282022074,2.94646914442614,2.542459903726069,3.3227155990581774,2.2234897808882246,3.8055138720920145
0.455,3.688794669908442,3.702499395397252,3.317348052784564,4.079473570776724,2.954587995253283,4.505952213635693
0.48,3.9565386843839505,3.9705764159401524,3.5869814418856314,4.345222946220408,3.2306566541670647,4.7433889670468465
0.505,4.254021594575649,4.2487574061179085,3.8719632179204386,4.606874095867732,3.531299244664961,5.004249631458318
0.53,4.528076295248647,4.534915567833391,4.182301242025617,4.875963913323799,3.843963806849634,5.271426368393655
0.555,4.81952125079621,4.827253940604336,4.4924519829994765,5.159964546651915,4.182562235091629,5.506091232089646
0.58,5.11512476157651,5.123039116937954,4.809760084803547,5.431627698554878,4.502816115874904,5.746212550846253
0.605,5.4212186303869645,5.419470341083942,5.147319667123878,5.701290851588182,4.862656500502014,5.978376495205679
0.63,5.71474058579931,5.71543837059275,5.454828241548234,5.967395088204455,5.221570170931534,6.213781181371814
0.655,6.004949673552756,6.008909274370915,5.768941340918482,6.2336095046996505,5.533121848146804,6.475262989724588
0.68,6.304790217900233,6.299548113653769,6.071515734202154,6.512535096283232,5.83079979373762,6.745664384001676
0.705,6.5942318889056,6.58499335391438,6.352940030649582,6.808514396389942,6.097211079865238,6.999659077750278
0.73,6.866494047444443,6.865124192486608,6.6287988434735245,7.09623037965658,6.386747413315074,7.322439756373333
0.755,7.140785424330901,7.143759725679771,6.897600271650429,7.390762459859777,6.677408141641188,7.639111922819656
0.78,7.414108170160061,7.420886119741792,7.1688175806531955,7.6700124834669925,6.922360432600942,7.930168231802582
0.805,7.699267356097897,7.701521977727987,7.432252910913596,7.954176307798098,7.183973364107608,8.259471304215037
0.83,7.972483215056675,7.982266627115714,7.7110714387865364,8.251962713364444,7.461094936052428,8.557791853874763
0.855,8.250724500578109,8.264333828779302,8.000109717785136,8.534303701102514,7.741841465174016,8.811781365930008
0.88,8.537636077405914,8.54747000311346,8.285767277187526,8.814962534664549,8.024142489493391,9.098437431162266
0.905,8.82239423634755,8.829800335614342,8.577925249490239,9.091503581670798,8.330063077307159,9.34170186232914
0.93,9.101159707332751,9.10661387634077,8.874424505761874,9.356738137862758,8.598609392487816,9.585904918687694
0.955,9.366879899922287,9.373319850649423,9.161966507378468,9.602345253794388,8.905939582720489,9.815739758710095
